CITIES,Levy Code,Levy Rate,Senior Rate
,2405,13.73427,7.80721
,2406,13.23338,7.30632
,2407,13.23338,7.30632
,2408,13.23338,7.30632
,2413,13.23338,7.30632
,2417,13.23338,7.30632
,2421,13.73427,7.80721
,2422,13.23338,7.30632
,2423,13.23338,7.30632
Seattle - 001,3006,9.04648,6.80944
,3010,9.04648,6.80944
,3015,10.04648,7.80944
,3018,10.04648,7.80944
,3030,10.04648,7.80944
Federal Way - 210,3266,14.56055,8.15731
,3268,15.04505,8.30944
,3269,14.56055,8.15731
,3305,15.04505,8.30944
,3415,15.04505,8.30944
,3416,14.56055,8.15731
,3425,15.04505,8.30944
,3490,15.04505,8.30944
Enumclaw - 216,3530,11.17986,6.55944
,3531,11.17986,6.55944
,3532,12.93656,8.05944
,3533,12.93656,8.05944
,3550,12.67986,8.05944
,3551,12.67986,8.05944
,3565,13.194,8.05944
,3571,13.194,8.05944
,3575,12.34628,7.55944
,3576,12.34628,7.55944
Highline - 401,3642,13.60788,7.80944
,3645,13.60788,7.80944
,3660,12.60788,6.80944
,3697,13.60788,7.80944
,3705,13.60788,7.80944
,3710,13.60788,7.80944
,3774,13.35788,7.55944
,3780,13.60788,7.80944
,3850,13.60788,7.80944
Vashon - 402,4045,11.62729,8.03449
,4050,11.62729,8.03449
,4055,11.62729,8.03449
,4060,11.62729,8.03449
Renton - 403,4125,13.8562,8.81033
,4126,13.8562,8.81033
,4155,13.3562,8.31033
,4160,13.1062,8.06033
,4170,13.57143,8.31033
,4205,13.8562,8.81033
,4215,13.8562,8.81033
,4216,13.8562,8.81033
,4250,13.57143,8.31033
,4340,13.3562,8.31033
,4342,13.1062,8.06033
,4350,13.3562,8.31033
,4355,12.85531,7.80944
,4370,13.3562,8.31033
,4390,13.32143,8.06033
,4398,13.57143,8.31033
Kent - 415 (cont),5135,13.05916,8.15731
,5140,13.05916,8.15731
,5143,13.71888,8.56033
,5144,13.71888,8.56033
,5145,12.80916,7.90731
,5146,12.80916,7.90731
,5148,13.27352,8.32464
,5150,13.97632,8.56033
,5155,11.96218,7.06033
,5157,13.21218,8.31033
,5160,13.17741,8.06033
,5162,13.42741,8.31033
,5165,13.27352,8.32464
,5166,12.77263,7.82375
,5175,12.80916,7.90731
,5181,13.05916,8.15731
Fife - 888,5226,13.10725,8.30944
,5229,13.10725,8.30944
Skykomish - 404,6075,8.58913,6.55944
,6076,10.36726,8.01388
,6079,10.36726,8.01388
Riverview - 407,6370,10.77737,6.55944
,6371,11.13591,6.80235
,6373,11.21973,7.0018
,6385,13.14658,8.40701
,6386,13.23735,8.49778
,6390,12.33138,7.99782
,6395,11.97284,7.75491
,6405,12.2023,7.80235
,6407,12.28612,8.0018
,6408,12.37689,8.09257
,6415,12.05195,7.71839
,6420,13.00474,8.1869
,6428,12.05195,7.71839
,6430,11.13591,6.80235
,6431,11.21973,7.0018
,6435,12.2023,7.80235
,6436,12.28612,8.0018
,6440,13.00474,8.1869
,6443,13.00474,8.1869
,6445,12.33138,7.99782
,6450,11.97284,7.75491
Tahoma - 409,6510,13.54266,7.55944
,6514,13.54266,7.55944
,6530,13.97716,8.06033
,6531,14.22716,8.31033
,6535,13.78761,7.82375
,6540,14.2885,8.32464
,6545,14.05485,8.0018
Snoqualmie - 410,6589,12.08663,7.09257
,6590,11.99586,7.0018
,6591,12.75334,7.57945
Issaquah - 411 (cont.),6977,12.21827,8.0018
,6978,12.09574,7.80944
,6979,12.37887,8.09257
,6980,10.77935,6.55944
,6981,11.84574,7.55944
,6982,12.2881,8.0018
,6986,11.84574,7.55944
,6987,11.22171,7.0018
,6990,13.14856,8.40701
,6991,12.09069,7.82375
,6993,11.84574,7.55944
,6994,13.23933,8.49778
,6996,11.84574,7.55944
,6997,11.84574,7.55944
,6998,10.77935,6.55944
,6999,12.2881,8.0018
Shoreline - 412,7041,11.89141,7.80944
Lake Washington - 414,7250,11.61195,8.24782
,7260,11.36195,7.99782
,7263,11.61195,8.24782
,7265,11.36195,7.99782
,7276,11.61195,8.24782
,7278,11.36195,7.99782
,7340,10.41648,7.05235
,7370,11.48287,8.05235
,7380,11.36195,7.99782
,7390,11.61195,8.24782
,7405,11.61195,8.24782
,7415,11.36195,7.99782
,7420,11.08252,7.71839
,7425,11.33252,7.96839
Northshore - 417,7505,12.46937,8.24782
Bothell,0850,10.063,6.59217
,0851,10.92042,6.59217
,0859,10.92042,6.59217
,0860,10.92042,6.59217
,0870,10.92042,6.59217
,0871,10.81372,6.59217
,0873,10.99055,6.59217
,0875,10.81372,6.59217
,0877,10.99055,6.59217
,0878,10.81372,6.59217
Black Diamond,0880,12.36035,6.44352
,0882,12.36035,6.44352
,0883,12.36035,6.44352
,0890,11.34537,6.44352
,0891,11.84626,6.94441
,0905,11.06394,6.44352
,0910,11.06394,6.44352
,0915,11.06394,6.44352
,0920,13.2726,6.44352
Burien,0927,13.53235,7.42615
,0930,13.53235,7.42615
,0932,13.53235,7.42615
,0933,13.53235,7.42615
,0937,13.53235,7.42615
,0940,13.53235,7.42615
,0941,13.53235,7.42615
,0942,13.53235,7.42615
,0955,13.53235,7.42615
,0957,13.53235,7.42615
,0958,13.25822,7.45978
,0960,13.25822,7.45978
,0961,13.25822,7.45978
,0962,12.91541,7.45978
Carnation,0970,11.24311,6.95879
,0971,11.24311,6.95879
Mercer Island,1031,8.13364,5.64126
Clyde Hill,1050,8.02523,5.01033
,1052,8.38377,5.25324
,1053,8.02523,5.01033
Covington,1056,12.27279,6.35596
,1058,11.30484,6.35596
,1059,11.7587,6.85685
,1060,11.7587,6.85685
,1062,11.7587,6.85685
,1063,11.7587,6.85685
,1064,11.7587,6.85685
,1067,11.7587,6.85685
,1068,11.7587,6.85685
Kent (cont.),1453,13.22545,6.82221
,1455,13.72634,7.3231
,1457,13.22545,6.82221
,1458,13.22545,6.82221
,1461,13.22545,6.82221
,1463,13.22545,6.82221
,1464,13.22545,6.82221
,1467,12.62065,6.82221
,1468,12.62065,6.82221
,1470,12.62065,6.82221
,1511,12.48904,6.57221
,1512,12.48904,6.57221
,1514,12.36897,7.3231
,1516,12.22495,7.3231
,1518,12.22495,7.3231
,1519,12.22495,7.3231
,1522,12.22495,7.3231
,1524,12.22495,7.3231
,1525,12.22495,7.3231
,1526,12.22495,7.3231
,1551,12.22495,7.3231
,1560,11.97495,7.0731
,1562,12.22495,7.3231
,1564,12.22495,7.3231
,1565,12.22495,7.3231
,1570,13.65129,6.82221
Kirkland,1700,9.4837,6.08287
,1701,9.4837,6.08287
,1702,9.447,6.08287
,1703,9.447,6.08287
,1704,9.447,6.08287
,1705,9.447,6.08287
,1706,9.447,6.08287
,1707,9.447,6.08287
,1708,9.54329,6.17916
,1709,10.30442,6.08287
,1710,10.30442,6.08287
,1711,10.30442,6.08287
,1713,9.54329,6.17916
,1714,9.54329,6.17916
,1715,9.54329,6.17916
,1716,9.54329,6.17916
,1717,10.40071,6.17916
,1727,9.4837,6.08287
,1728,9.4837,6.08287
,1743,9.4837,6.08287
,1746,9.4837,6.08287
,1755,9.2501,6.08287
,1760,9.2501,6.08287
,1765,9.12516,5.83996
,1806,9.4837,6.08287
Renton (cont.),2132,12.67017,7.6743
,2133,11.07349,6.92341
,2134,11.38988,7.17341
,2135,11.32349,7.17341
,2142,12.72017,7.6743
,2143,12.72017,7.6743
,2145,12.67017,7.6743
,2146,12.67017,7.6743
,2147,12.67017,7.6743
,2151,12.67017,7.6743
,2152,12.67017,7.6743
,2153,12.72017,7.6743
,2155,12.67017,7.6743
,2156,12.9354,7.6743
,2158,12.47017,7.4243
,2159,11.32349,7.17341
,2160,11.82438,7.6743
,2161,11.82438,7.6743
,2162,11.57438,7.4243
,2163,11.02349,6.92341
,2166,11.27349,7.17341
,2167,12.57615,7.6743
,2168,12.52615,7.6743
,2169,12.52615,7.6743
,2170,12.57615,7.6743
,2171,11.27349,7.17341
,2172,12.79138,7.6743
,2173,12.79138,7.6743
Sammamish,2174,10.7065,6.49003
,2175,10.64011,6.49003
,2177,10.39011,6.24003
,2180,11.84263,6.73294
,2181,11.84263,6.73294
,2182,9.84707,6.48294
,2183,9.84707,6.48294
,2187,9.84707,6.48294
,2195,9.84707,6.48294
,2196,11.56279,6.49003
,2197,12.00515,6.93239
,2198,12.09592,7.02316
,2199,10.16346,6.73294
,2200,10.77633,6.49003
,2202,10.64011,6.49003
,2204,10.09707,6.73294
,2208,10.09707,6.73294
,2209,10.09707,6.73294
SeaTac,2210,13.2566,7.45816
,2211,13.2566,7.45816
,2212,13.2566,7.45816
,2214,13.2566,7.45816
,2215,13.2566,7.45816
,2216,13.2566,7.45816
Tukwila (cont.),2426,13.32451,7.80721
,2430,10.01479,7.30632
,2440,13.57619,7.30632
,2442,13.57619,7.30632
,2443,13.18049,7.80721
,2446,13.18049,7.80721
Woodinville,2500,10.0377,6.67357
,2505,10.89512,6.67357
,2506,10.64512,6.42357
,2510,10.89512,6.67357
Yarrow Point,2650,7.64827,4.68337
,2660,7.64827,4.68337
,2670,8.00681,4.92628
Renton - 403 (cont.),4399,13.1062,8.06033
,4405,13.3562,8.31033
Auburn - 408,4730,15.14522,8.05944
,4731,13.38852,6.55944
,4735,14.88852,8.05944
,4736,15.13852,8.30944
,4745,15.47089,8.30944
,4750,15.40266,8.05944
,4751,15.65266,8.30944
,4795,15.40266,8.05944
,4797,15.47089,8.30944
,4800,14.98639,8.15731
Tahoma - 409,4845,12.47627,6.55944
,4846,12.91863,7.0018
,4848,12.47627,6.55944
,4850,14.23297,8.05944
,4851,14.23297,8.05944
,4852,13.97716,8.06033
,4855,13.32325,7.40642
,4858,13.74058,7.82375
,4860,13.78761,7.82375
,4862,13.32325,7.40642
,4863,13.78761,7.82375
,4864,13.78761,7.82375
,4865,14.2885,8.32464
,4867,13.32325,7.40642
,4868,13.82414,7.90731
,4870,13.64269,7.55944
,4875,13.64269,7.55944
,4878,13.97716,8.06033
,4880,13.78761,7.82375
,4881,13.78761,7.82375
,4890,12.5461,6.55944
,4891,13.85744,7.82375
,4892,12.98846,7.0018
Kent - 415,4895,12.77263,7.82375
,5010,11.96218,7.06033
,5025,12.21218,7.31033
,5040,12.80916,7.90731
,5041,12.80916,7.90731
,5042,13.05916,8.15731
,5043,12.80916,7.90731
,5050,13.42741,8.31033
,5055,13.17741,8.06033
,5060,13.27352,8.32464
,5062,13.27352,8.32464
,5065,13.97632,8.56033
,5090,12.80916,7.90731
,5095,13.05916,8.15731
,5100,13.17741,8.06033
,5103,13.42741,8.31033
,5115,12.21218,7.31033
Snoqualmie - 410 (cont.),6620,13.06225,8.0018
,6621,13.15302,8.09257
,6625,13.22843,8.05235
,6626,14.01348,8.49778
,6630,13.92271,8.40701
,6631,14.01348,8.49778
,6634,14.01348,8.49778
,6636,14.08889,8.45756
,6640,12.74897,7.75491
,6641,13.10751,7.99782
,6643,13.35751,8.24782
,6644,13.35751,8.24782
,6645,13.10751,7.99782
,6647,13.19133,8.19727
,6665,13.06225,8.0018
,6669,13.14654,8.15248
,6673,13.21637,8.15248
,6674,13.29524,8.15248
,6675,14.05272,8.73013
,6676,13.36507,8.15248
,6682,13.15909,7.94679
,6683,13.15909,7.94679
,6688,11.99586,7.0018
,6689,13.22285,8.09257
,6690,12.06569,7.0018
,6691,13.13208,8.0018
,6694,14.08331,8.49778
,6698,14.08331,8.49778
Issaquah - 411,6745,10.70952,6.55944
,6757,10.77935,6.55944
,6758,11.77591,7.55944
,6760,12.02591,7.80944
,6761,12.21827,8.0018
,6808,12.46041,8.31033
,6825,11.77591,7.55944
,6845,11.46041,7.31033
,6847,10.70952,6.55944
,6850,11.77591,7.55944
,6855,11.77591,7.55944
,6856,12.02591,7.80944
,6860,11.95952,7.80944
,6861,11.70952,7.55944
,6863,12.46041,8.31033
,6865,12.21041,8.06033
,6866,11.95952,7.80944
,6867,11.70952,7.55944
,6870,12.21041,8.06033
,6872,12.46041,8.31033
,6878,12.02086,7.82375
,6880,12.52175,8.32464
,6966,12.88637,8.21465
,6976,11.02935,6.80944
